0	182	131	42	52	75	73	204	169	219	231	52	147	32	255	180
0	0	246	197	249	147	253	186	211	234	236	136	54	172	117	195
0	0	0	154	174	150	99	61	149	78	62	203	83	85	62	123
0	0	0	0	258	109	248	69	223	121	139	219	31	163	231	150
0	0	0	0	0	244	132	254	63	144	38	147	64	142	85	54
0	0	0	0	0	0	113	252	251	244	210	259	123	133	39	124
0	0	0	0	0	0	0	98	38	217	196	157	262	179	146	114
0	0	0	0	0	0	0	0	149	63	136	248	248	236	150	163
0	0	0	0	0	0	0	0	0	254	224	160	200	101	105	151
0	0	0	0	0	0	0	0	0	0	162	143	172	161	117	154
0	0	0	0	0	0	0	0	0	0	0	137	120	52	79	64
0	0	0	0	0	0	0	0	0	0	0	0	19	50	263	259
0	0	0	0	0	0	0	0	0	0	0	0	0	190	209	193
0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	237
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
