0	26	21	46	43	25	51	20	49	41	15	36	47	38	27	41	27	42	33	39	10	31	51	44	34	48	17	4	21	16	2	38	50	48	28	41	17	33	10	31	12	50	9	33	24	35	44	36	3	16
0	0	30	14	34	51	6	11	24	38	51	27	38	22	33	46	25	15	8	38	43	35	12	42	46	32	33	16	18	24	18	22	33	37	15	36	48	17	43	32	42	50	11	47	10	41	35	46	34	13
0	0	0	12	19	35	6	40	21	47	34	11	33	44	32	14	6	27	36	7	17	12	23	6	7	39	8	48	6	23	43	28	33	37	49	47	14	5	31	47	23	48	30	41	22	38	31	28	17	24
0	0	0	0	48	9	45	14	20	33	42	26	35	6	26	6	26	48	6	7	39	7	41	39	19	25	20	45	40	13	38	31	21	42	48	43	5	45	8	10	9	30	23	36	48	10	21	29	10	22
0	0	0	0	0	37	7	53	28	30	32	34	50	26	31	40	25	28	6	11	35	39	28	49	55	24	9	45	38	24	4	35	13	28	23	19	19	27	32	40	12	22	31	33	50	41	7	35	34	25
0	0	0	0	0	0	9	50	31	8	42	29	41	2	28	17	46	50	9	37	12	48	54	6	8	54	5	33	30	32	15	51	37	16	40	20	2	50	17	14	50	16	28	26	50	5	51	7	23	20
0	0	0	0	0	0	0	6	16	27	23	22	16	9	35	31	36	14	14	34	19	21	36	56	16	28	42	44	43	41	2	35	49	26	2	15	32	30	25	33	52	42	36	36	30	34	41	42	50	54
0	0	0	0	0	0	0	0	36	39	10	19	8	49	43	30	18	43	26	39	15	18	39	43	34	57	35	26	30	17	16	41	4	43	23	11	40	31	27	9	42	48	29	34	18	32	16	19	25	21
0	0	0	0	0	0	0	0	0	7	33	7	26	26	47	46	28	14	37	7	43	48	50	9	50	12	50	15	21	17	49	40	50	9	33	33	20	24	8	50	43	32	18	27	5	33	46	19	41	30
0	0	0	0	0	0	0	0	0	0	36	37	33	19	50	49	21	14	43	39	24	30	16	11	43	25	15	48	24	38	39	41	59	30	45	10	55	18	9	15	34	35	13	42	9	26	26	48	53	29
0	0	0	0	0	0	0	0	0	0	0	30	31	7	45	45	14	47	28	13	31	57	48	39	9	26	52	23	11	16	24	10	33	39	29	49	18	14	29	34	23	33	52	6	22	34	18	41	45	32
0	0	0	0	0	0	0	0	0	0	0	0	12	7	6	26	37	45	25	51	23	23	50	11	11	34	56	37	30	51	30	18	32	47	41	24	49	49	18	49	40	8	52	14	44	24	15	46	30	41
0	0	0	0	0	0	0	0	0	0	0	0	0	50	27	24	39	15	12	56	51	51	31	17	50	45	49	14	27	21	55	48	23	46	17	16	57	18	21	37	26	57	18	34	41	15	5	47	56	31
0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	21	42	40	36	12	42	13	27	16	18	64	36	37	45	44	31	19	23	25	27	32	9	12	12	44	45	38	56	36	26	32	24	39	58	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	38	38	30	60	36	7	27	52	27	38	36	15	24	6	44	33	38	15	26	5	21	26	49	34	40	36	14	23	37	31	45	54	38	23
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	36	22	15	27	33	10	42	48	18	24	55	40	43	31	25	33	43	42	55	12	38	25	36	26	45	35	30	40	12	30	28	58	26
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	16	25	52	24	54	49	37	55	54	20	30	34	40	28	18	11	20	38	15	52	34	28	34	41	45	45	49	12	24	26	46	47
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	47	48	11	37	56	20	7	27	56	42	20	57	54	39	24	51	23	34	22	30	44	33	31	27	53	46	8	40	24	30	41
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	26	26	63	18	14	53	27	17	40	18	55	48	50	52	30	15	63	13	53	61	47	21	51	15	31	60	46	21	17	26
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	25	41	47	11	30	32	27	35	28	26	37	17	27	12	37	30	41	51	36	24	23	26	26	50	57	49	47	19	30
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	49	13	25	46	50	21	23	35	42	27	51	35	12	48	54	43	20	38	44	37	40	56	14	9	37	56	20	44
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	48	44	32	51	45	36	69	22	60	39	18	26	19	52	67	34	52	28	40	50	28	59	26	6	65	48	34
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	36	37	31	43	21	11	30	40	48	41	40	66	23	28	23	71	10	25	35	39	49	42	23	52	51	38
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	62	23	13	28	53	49	67	59	19	14	43	43	29	55	60	50	32	62	52	34	30	48	56	65	24
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	8	30	49	39	34	36	36	23	28	24	38	42	52	35	44	53	63	60	11	44	30	58	46	9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	51	41	70	43	64	51	57	13	42	24	12	46	56	19	25	29	49	38	39	54	39	71	67
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	48	29	26	11	37	18	51	26	45	21	49	52	26	58	23	32	11	48	72	52	29	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	47	27	40	33	40	10	26	28	29	26	72	32	30	25	40	24	49	59	51	53	58
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	28	42	20	57	23	30	32	53	44	52	46	51	25	59	57	23	48	61	47	56
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	14	38	23	25	6	48	26	40	29	71	48	15	61	44	20	61	51	15	24
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	49	30	40	54	10	19	57	53	70	58	21	27	48	46	38	45	18	39
