0	108	62	258	348	395	134	409	18	85	523	425	66	77	511	136	513	257	24	197	18	616	176	132	28
0	0	313	95	364	262	623	467	399	586	32	573	257	525	445	239	552	280	468	112	614	147	180	323	133
0	0	0	238	25	603	428	612	193	90	547	99	57	569	256	132	116	551	113	623	501	404	400	372	352
0	0	0	0	328	395	152	67	45	137	296	445	146	550	382	438	51	304	490	345	216	557	398	220	422
0	0	0	0	0	108	292	385	421	153	529	525	386	336	483	543	496	333	418	305	69	191	401	460	613
0	0	0	0	0	0	458	197	353	313	421	566	334	76	217	262	593	442	333	299	261	394	248	125	370
0	0	0	0	0	0	0	399	424	314	330	515	568	253	48	614	197	34	324	173	535	138	170	571	67
0	0	0	0	0	0	0	0	532	162	504	363	486	498	153	270	530	208	625	402	101	478	509	388	370
0	0	0	0	0	0	0	0	0	79	397	426	619	43	99	166	341	116	612	82	173	145	356	512	208
0	0	0	0	0	0	0	0	0	0	309	447	214	182	150	373	274	328	526	562	341	164	369	149	114
0	0	0	0	0	0	0	0	0	0	0	475	206	36	232	222	249	599	226	312	266	433	510	198	597
0	0	0	0	0	0	0	0	0	0	0	0	208	410	350	393	158	495	126	303	358	44	527	69	554
0	0	0	0	0	0	0	0	0	0	0	0	0	449	173	471	201	510	428	67	13	161	226	171	34
0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	26	455	179	465	195	611	426	60	519	265
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	337	253	39	379	433	172	551	408	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	588	39	419	271	94	609	392	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	504	16	415	297	73	427	194
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	325	513	271	350	186	33
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	454	511	171	15	28
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487	318	38	354	192
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	119	114	321
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	207	200
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411	283
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
