3	36	45	41	47	32	11	32	5	44	42	20	44	26	35	3	3	32	28	44	35	13	28	33	49	20	4	26	38	22	14	47	7	39	49	37	20	36	25	9	35	33	18	35	28	28	29	45	17	2
0	50	11	21	2	21	34	37	32	43	20	10	37	47	25	24	13	22	12	17	8	45	18	18	47	21	7	3	31	34	1	8	17	44	48	49	35	47	41	13	43	43	33	4	4	50	23	39	35	46
0	0	48	11	27	28	22	10	35	30	10	37	34	28	21	47	45	47	17	47	2	38	4	11	40	21	19	23	18	33	32	41	39	48	6	4	13	49	26	33	9	35	12	11	30	13	18	23	13	33
0	0	0	32	41	45	37	29	37	7	18	33	35	44	19	15	7	39	22	26	36	41	19	39	33	30	34	6	1	20	47	31	20	25	19	26	15	49	13	44	9	10	11	40	36	46	4	4	20	30
0	0	0	0	20	30	34	35	37	7	41	41	3	8	10	15	30	23	35	18	46	31	11	38	31	1	12	26	7	44	3	9	44	38	24	24	43	46	17	9	5	32	17	3	13	34	17	36	10	11
0	0	0	0	0	13	31	4	5	4	6	49	19	47	41	22	25	30	7	11	12	28	50	43	45	28	32	25	1	46	11	18	25	11	25	29	34	14	24	18	1	16	22	16	12	46	3	45	21	37
0	0	0	0	0	0	32	18	10	25	30	18	17	28	49	17	50	49	41	37	25	38	26	27	49	42	10	43	50	16	39	26	33	25	13	41	40	46	40	10	36	36	38	30	25	37	39	16	20	30
0	0	0	0	0	0	0	8	42	13	22	36	33	24	29	27	34	33	26	32	34	11	40	17	8	5	12	4	38	7	16	7	6	42	11	25	48	1	44	33	37	13	38	38	7	30	1	9	17	48
0	0	0	0	0	0	0	0	25	5	36	40	19	45	41	7	34	25	33	40	17	24	10	3	31	11	28	23	49	23	37	15	16	22	32	6	4	11	39	34	11	5	44	43	18	17	3	35	26	11
0	0	0	0	0	0	0	0	0	49	14	32	48	7	24	33	49	41	6	2	47	5	31	39	17	36	36	50	22	13	49	33	22	30	38	3	39	3	4	24	34	47	3	9	17	33	2	25	47	9
0	0	0	0	0	0	0	0	0	0	44	21	48	7	49	15	20	22	50	7	26	11	31	25	41	8	38	1	33	45	14	25	28	40	43	13	27	8	37	19	14	42	15	2	27	35	39	40	8	37
0	0	0	0	0	0	0	0	0	0	0	17	25	49	46	19	36	32	33	3	43	44	28	4	32	29	34	39	1	23	29	1	4	19	11	49	29	13	30	41	22	21	5	47	28	43	4	30	4	18
0	0	0	0	0	0	0	0	0	0	0	0	18	27	36	45	30	48	43	6	23	15	47	20	20	21	26	34	33	32	33	36	20	2	50	17	7	30	8	6	31	2	16	37	33	37	22	20	46	28
0	0	0	0	0	0	0	0	0	0	0	0	0	35	35	3	2	5	49	12	22	30	21	11	4	25	11	25	18	39	23	4	25	38	26	41	2	18	34	25	24	23	3	14	46	33	23	47	5	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	40	22	29	37	18	42	28	41	3	2	36	3	1	3	30	2	3	5	35	26	18	32	28	31	26	15	48	27	32	29	32	6	38	13	37
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	24	38	17	30	29	19	6	3	24	39	22	29	1	2	24	34	48	40	26	24	25	8	19	32	45	34	29	14	44	33	5	27	38	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	15	43	4	28	37	16	25	19	41	31	43	19	2	50	3	32	42	19	21	12	22	42	1	20	42	1	28	26	44	32	48	33	45
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	5	17	50	42	7	33	3	23	34	37	23	15	46	37	2	31	10	37	42	15	50	34	9	8	24	28	19	8	10	15	34	47
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	37	4	28	25	2	46	19	28	49	35	13	7	49	34	14	47	11	11	9	17	21	5	20	10	28	32	45	40	8	46	44
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	44	44	20	27	34	23	43	2	5	43	37	36	48	12	14	34	11	2	49	23	11	37	10	22	41	21	39	5	33	43
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	30	46	25	7	4	10	4	8	15	2	45	3	36	44	1	25	46	30	7	49	46	39	9	4	1	15	12	45	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	23	48	23	6	50	37	27	9	24	27	32	9	8	14	40	5	23	26	27	16	16	19	39	7	39	38	41	40
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	39	23	16	38	41	40	12	11	16	22	15	28	28	13	13	9	47	26	10	16	43	26	28	2	15	15	17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	42	10	14	14	22	44	50	34	17	5	40	35	48	26	25	27	13	35	48	19	28	27	34	8	19	41
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	44	5	15	9	41	39	10	44	41	32	15	38	50	46	49	48	19	47	9	28	35	25	45	22	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	29	39	12	27	13	37	9	32	7	25	22	29	14	43	29	38	49	27	3	20	44	27	9	44
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	25	34	7	17	8	31	43	19	38	44	9	47	16	9	30	19	9	8	46	21	15	48	27
