0	14	5	9	7	5	5	7	10	5	14	12	11	8	15	5
0	0	7	15	11	5	18	6	8	10	15	5	13	12	5	5
0	0	0	2	18	15	9	9	14	5	3	3	14	6	16	13
0	0	0	0	12	15	13	11	7	16	15	5	5	12	9	5
0	0	0	0	0	7	17	16	10	9	13	12	8	15	16	8
0	0	0	0	0	0	6	7	18	18	5	5	13	20	6	19
0	0	0	0	0	0	0	8	10	8	16	15	13	7	7	18
0	0	0	0	0	0	0	0	15	19	19	22	5	10	15	5
0	0	0	0	0	0	0	0	0	16	8	7	16	11	11	7
0	0	0	0	0	0	0	0	0	0	12	18	15	16	25	22
0	0	0	0	0	0	0	0	0	0	0	25	6	10	11	21
0	0	0	0	0	0	0	0	0	0	0	0	11	12	14	18
0	0	0	0	0	0	0	0	0	0	0	0	0	9	17	21
0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	17
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
