0	3	15	8	4	3	11	7	13	2	3	11	4	14	8	13
0	0	13	5	8	16	10	15	10	15	3	14	14	13	9	12
0	0	0	10	15	7	2	13	11	8	1	8	14	13	4	16
0	0	0	0	8	10	13	7	1	5	16	5	16	15	11	10
0	0	0	0	0	1	12	7	7	12	2	9	4	3	13	10
0	0	0	0	0	0	15	5	9	10	11	1	3	5	11	3
0	0	0	0	0	0	0	11	9	12	6	10	13	15	11	1
0	0	0	0	0	0	0	0	12	14	5	12	16	8	1	5
0	0	0	0	0	0	0	0	0	5	8	10	10	11	1	9
0	0	0	0	0	0	0	0	0	0	3	10	4	8	10	3
0	0	0	0	0	0	0	0	0	0	0	2	14	9	3	13
0	0	0	0	0	0	0	0	0	0	0	0	6	13	9	1
0	0	0	0	0	0	0	0	0	0	0	0	0	7	13	2
0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
