0	16	5	6	2	8	15	3	10	9	2	10	15	4	12	16
0	0	14	7	8	1	11	11	3	12	11	15	5	1	4	13
0	0	0	15	9	9	16	9	14	11	12	5	10	8	11	16
0	0	0	0	13	8	6	12	7	15	2	13	1	9	4	6
0	0	0	0	0	2	3	3	11	2	9	12	3	14	10	8
0	0	0	0	0	0	4	2	5	8	4	4	2	3	5	3
0	0	0	0	0	0	0	11	6	8	2	15	5	15	3	15
0	0	0	0	0	0	0	0	14	11	9	8	12	11	2	10
0	0	0	0	0	0	0	0	0	4	3	14	14	13	14	3
0	0	0	0	0	0	0	0	0	0	13	2	8	4	10	16
0	0	0	0	0	0	0	0	0	0	0	13	6	10	5	5
0	0	0	0	0	0	0	0	0	0	0	0	9	3	15	12
0	0	0	0	0	0	0	0	0	0	0	0	0	3	16	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
