0	2	6	9	14	7	6	3	6	10	4	6	4	12	10	10
0	0	6	11	3	16	13	12	9	5	5	6	8	12	14	7
0	0	0	7	9	6	8	19	17	10	8	11	14	6	13	19
0	0	0	0	14	3	4	17	14	7	15	5	18	8	5	14
0	0	0	0	0	8	20	13	9	12	6	12	5	6	16	12
0	0	0	0	0	0	13	14	6	9	9	15	12	7	10	6
0	0	0	0	0	0	0	19	10	7	8	7	13	12	12	16
0	0	0	0	0	0	0	0	7	16	15	13	15	13	12	11
0	0	0	0	0	0	0	0	0	12	7	11	17	13	17	15
0	0	0	0	0	0	0	0	0	0	12	12	17	3	14	18
0	0	0	0	0	0	0	0	0	0	0	4	18	14	22	22
0	0	0	0	0	0	0	0	0	0	0	0	13	15	12	18
0	0	0	0	0	0	0	0	0	0	0	0	0	15	9	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
