0	3	6	9	6	16	1	13	15	14	8	11	14	6	6	3
0	0	1	15	4	9	2	12	16	16	16	4	2	9	8	10
0	0	0	9	14	6	9	6	2	12	11	2	13	12	11	13
0	0	0	0	12	9	9	10	2	14	7	6	5	1	9	2
0	0	0	0	0	10	7	12	8	16	1	14	15	7	14	4
0	0	0	0	0	0	11	7	11	4	1	1	10	4	13	3
0	0	0	0	0	0	0	5	9	9	12	11	13	13	2	9
0	0	0	0	0	0	0	0	10	9	14	2	3	9	15	4
0	0	0	0	0	0	0	0	0	16	16	14	2	12	4	6
0	0	0	0	0	0	0	0	0	0	14	10	12	13	16	4
0	0	0	0	0	0	0	0	0	0	0	1	4	9	8	9
0	0	0	0	0	0	0	0	0	0	0	0	12	6	9	5
0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
