0	13	10	4	8	17	12	16	16	14	10	17	10	4	6	17
0	0	12	6	11	18	5	14	11	7	16	17	9	10	13	5
0	0	0	17	10	4	9	17	11	14	6	13	6	9	10	4
0	0	0	0	17	14	20	9	17	13	12	18	14	14	20	4
0	0	0	0	0	18	19	10	3	6	20	8	13	5	7	16
0	0	0	0	0	0	12	7	8	16	18	14	8	19	8	10
0	0	0	0	0	0	0	15	9	18	7	10	13	18	4	4
0	0	0	0	0	0	0	0	3	19	10	22	13	7	12	3
0	0	0	0	0	0	0	0	0	12	16	7	3	7	6	7
0	0	0	0	0	0	0	0	0	0	14	8	13	6	20	12
0	0	0	0	0	0	0	0	0	0	0	15	6	18	16	20
0	0	0	0	0	0	0	0	0	0	0	0	19	19	9	6
0	0	0	0	0	0	0	0	0	0	0	0	0	17	14	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	27
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
