0	8	9	7	8	14	8	13	4	7	15	16	11	11	3	5
0	0	15	2	12	2	15	13	11	1	9	5	5	4	4	3
0	0	0	1	6	1	11	7	2	12	6	11	4	10	2	13
0	0	0	0	15	2	7	2	14	6	16	13	15	12	7	6
0	0	0	0	0	2	2	8	6	7	7	13	2	12	9	1
0	0	0	0	0	0	7	5	4	3	4	12	6	10	16	16
0	0	0	0	0	0	0	1	3	6	11	3	4	6	5	6
0	0	0	0	0	0	0	0	11	9	11	7	16	16	8	12
0	0	0	0	0	0	0	0	0	7	14	1	13	8	16	14
0	0	0	0	0	0	0	0	0	0	5	4	13	15	2	14
0	0	0	0	0	0	0	0	0	0	0	8	9	11	8	9
0	0	0	0	0	0	0	0	0	0	0	0	4	4	12	12
0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
