0	3	5	11	11	7	11	3	9	16	5	10	9	3	3	4
0	0	17	8	16	14	4	16	16	8	4	12	15	3	10	3
0	0	0	14	15	2	8	5	13	11	7	7	15	4	4	8
0	0	0	0	8	6	5	19	10	8	4	16	6	16	7	2
0	0	0	0	0	12	19	13	16	15	10	8	13	6	20	12
0	0	0	0	0	0	8	21	16	8	9	18	14	17	5	16
0	0	0	0	0	0	0	16	10	14	10	17	4	10	20	9
0	0	0	0	0	0	0	0	19	17	18	7	17	10	14	17
0	0	0	0	0	0	0	0	0	11	11	17	9	17	10	6
0	0	0	0	0	0	0	0	0	0	12	10	14	11	12	11
0	0	0	0	0	0	0	0	0	0	0	23	25	16	17	19
0	0	0	0	0	0	0	0	0	0	0	0	11	12	15	10
0	0	0	0	0	0	0	0	0	0	0	0	0	11	14	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
