0	15	10	4	2	4	8	16	5	14	13	11	2	13	14	10
0	0	8	5	11	4	3	8	16	9	3	14	3	2	14	17
0	0	0	17	3	8	15	18	11	5	16	16	8	10	17	15
0	0	0	0	8	13	2	16	17	15	8	8	6	6	10	9
0	0	0	0	0	5	11	8	9	11	10	7	13	9	18	2
0	0	0	0	0	0	10	7	2	22	11	6	14	19	3	8
0	0	0	0	0	0	0	7	15	13	9	15	15	6	13	6
0	0	0	0	0	0	0	0	17	14	21	5	12	13	14	9
0	0	0	0	0	0	0	0	0	20	22	12	17	18	9	13
0	0	0	0	0	0	0	0	0	0	12	10	19	20	8	26
0	0	0	0	0	0	0	0	0	0	0	16	10	24	14	20
0	0	0	0	0	0	0	0	0	0	0	0	23	13	13	9
0	0	0	0	0	0	0	0	0	0	0	0	0	20	10	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
