0	42	63	31	60	4	6	3	41	13	44	61	28	8	5	18	49	57	61	32	5	53	53	1	32	31	64	11	49	31	60	37	61	20	40	56	32	39	2	43	14	9	53	14	26	53	58	10	56	52	4	63	31	39	49	36	64	12	59	15	49	20	4	50
0	0	19	60	60	7	13	1	42	49	53	44	41	33	4	63	19	47	56	24	41	6	24	14	28	15	22	6	21	56	56	53	22	36	5	43	7	47	8	59	28	39	46	46	19	5	49	36	59	34	44	13	23	61	58	47	10	25	43	3	20	23	6	55
0	0	0	33	16	16	18	28	45	32	17	63	19	20	60	8	2	6	36	60	57	58	32	23	61	50	50	26	59	17	64	15	44	39	8	38	2	60	34	47	24	2	31	24	29	61	64	24	29	36	4	22	28	53	9	5	5	26	57	34	5	52	48	48
0	0	0	0	55	15	47	45	10	62	63	42	60	22	17	43	24	32	63	44	54	32	37	48	36	45	33	41	5	35	56	54	42	47	64	44	55	31	57	52	64	12	30	4	42	33	2	37	31	29	14	55	39	3	27	53	19	55	43	24	23	33	33	14
0	0	0	0	0	23	19	32	8	50	46	15	4	43	59	57	21	39	4	11	48	20	24	50	32	53	57	19	28	1	38	13	61	61	63	56	27	41	15	41	1	46	23	7	40	40	16	32	51	60	11	42	4	57	40	57	53	61	54	51	59	4	6	31
0	0	0	0	0	0	50	2	63	52	43	59	46	25	34	7	57	16	10	62	47	25	59	31	9	61	17	36	9	51	58	46	8	20	19	4	50	21	49	44	63	54	58	59	13	6	42	3	32	61	21	19	22	37	48	33	21	24	26	23	46	28	19	16
0	0	0	0	0	0	0	49	53	39	20	20	48	29	52	62	28	9	40	23	35	4	8	25	18	3	46	44	48	12	5	57	54	3	28	29	35	3	17	31	42	2	9	22	45	42	46	31	55	1	62	29	54	19	35	45	57	51	63	17	63	4	21	12
0	0	0	0	0	0	0	0	43	5	1	17	39	29	34	27	28	35	9	15	12	14	38	29	58	43	23	21	33	14	4	23	19	28	55	23	56	18	59	28	56	24	9	1	20	25	32	1	35	45	58	21	60	30	24	28	26	23	26	36	64	23	23	18
0	0	0	0	0	0	0	0	0	21	49	39	64	24	53	20	59	45	7	36	9	15	30	54	55	40	51	28	56	1	29	61	61	23	61	28	30	50	18	35	44	41	55	60	26	51	1	34	45	62	1	29	41	27	37	31	11	3	58	9	55	38	14	40
0	0	0	0	0	0	0	0	0	0	52	55	64	60	23	22	60	38	28	53	46	50	58	62	15	45	6	24	8	41	40	63	61	62	4	36	29	52	48	12	32	37	18	47	2	46	4	10	41	57	21	64	10	17	44	54	9	35	27	58	29	48	32	63
