0	8	10	29	31	9	14	18	26	22	21	7	6	32	8	32	12	25	19	26	6	3	20	31	10	24	6	10	15	14	1	18
0	0	22	31	13	17	27	13	26	29	6	32	20	25	14	12	12	17	25	17	24	12	30	28	19	4	24	24	30	27	17	1
0	0	0	31	6	8	16	8	11	26	19	30	23	18	29	5	25	18	18	20	9	8	3	30	8	20	8	12	20	24	4	5
0	0	0	0	6	20	29	13	28	3	26	7	5	15	32	27	23	23	23	3	2	22	14	27	32	12	23	10	14	1	4	26
0	0	0	0	0	31	2	3	18	13	10	11	30	28	3	24	18	11	21	25	11	11	1	15	17	5	7	14	9	22	6	26
0	0	0	0	0	0	16	29	28	13	19	7	3	7	16	6	11	28	1	5	2	16	12	1	25	11	6	3	10	23	13	8
0	0	0	0	0	0	0	22	28	3	31	21	3	5	25	24	6	27	22	17	27	21	30	29	22	7	3	27	14	16	8	17
0	0	0	0	0	0	0	0	25	30	20	15	31	25	12	4	3	23	18	1	7	1	5	7	15	15	7	8	31	7	3	17
0	0	0	0	0	0	0	0	0	18	28	18	29	25	20	5	9	31	1	3	20	11	5	15	29	22	13	32	29	4	7	30
0	0	0	0	0	0	0	0	0	0	3	18	14	28	25	25	23	22	26	24	4	4	21	5	5	32	29	26	12	19	26	11
0	0	0	0	0	0	0	0	0	0	0	15	23	22	10	30	22	17	13	7	18	12	4	13	27	16	13	31	7	23	22	3
0	0	0	0	0	0	0	0	0	0	0	0	20	13	17	10	7	4	20	25	4	1	29	6	10	28	1	4	4	32	22	32
0	0	0	0	0	0	0	0	0	0	0	0	0	20	11	27	19	30	26	12	22	14	28	9	29	4	1	22	32	29	12	8
0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	18	17	7	4	24	32	30	10	30	6	22	15	21	29	9	1	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	32	28	6	12	32	5	4	24	5	18	18	25	28	26	10	12
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	10	32	21	9	15	1	19	23	4	6	17	3	26	17	4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	17	20	7	5	2	29	17	11	23	29	2	28	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	6	14	5	29	14	32	28	15	32	22	26	18	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	9	21	30	25	15	12	31	17	13	4	7
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	17	24	16	21	28	11	13	28	29	1	11
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	5	4	16	9	31	15	31	22	15	25
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	29	5	14	16	6	3	31	21	10
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	22	24	17	10	31	29	30	5
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	19	5	4	6	7	20
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	12	3	3	6	13	9
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	8	20	1	14	15
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	5	9	2	13
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	13	11	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	26	22
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
